id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage
38942,Boys,Apparel,Topwear,Shirts,White,Summer,2012,Casual
53473,Women,Apparel,Innerwear,Bra,Black,Summer,2017,Casual
20181,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Casual
59975,Women,Apparel,Dress,Dresses,Black,Fall,2012,Casual
32444,Men,Apparel,Bottomwear,Shorts,Navy Blue,Winter,2015,Sports
56101,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017,Casual
10714,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011,Sports
24521,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic
40064,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
45724,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic
4403,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual
21261,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Casual
15054,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013,Formal
52793,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual
37304,Men,Accessories,Watches,Watches,Brown,Summer,2017,Casual
56333,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual
41384,Women,Apparel,Topwear,Shirts,Pink,Summer,2012,Casual
15868,Unisex,Footwear,Sandal,Sandals,Brown,Fall,2011,Casual
40256,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual
27196,Girls,Apparel,Dress,Dresses,Yellow,Summer,2012,Casual
30121,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual
3626,Unisex,Footwear,Flip Flops,Flip Flops,Red,Summer,2011,Casual
12271,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal
19699,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual
26044,Men,Apparel,Topwear,Shirts,Pink,Summer,2012,Formal
47073,Women,Apparel,Bottomwear,Patiala,Red,Fall,2012,Ethnic
34581,Women,Apparel,Dress,Dresses,Maroon,Summer,2012,Casual
48807,Men,Accessories,Jewellery,Pendant,Steel,Summer,2012,Casual
23536,Men,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017,Casual
35453,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual
7286,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
26878,Women,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual
37760,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual
44292,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual
45340,Women,Footwear,Shoes,Heels,Silver,Summer,2016,Party
4067,Men,Footwear,Sandal,Sandals,Brown,Summer,2011,Casual
40632,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012,Ethnic
10142,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual
57685,Women,Personal Care,Bath and Body,Body Lotion,Yellow,Spring,2017,NA
24377,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic
11090,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
32212,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic
3242,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports
42165,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
12615,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual
54000,Women,Accessories,Bags,Handbags,Cream,Summer,2012,Casual
9778,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
2390,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018,Casual
30545,Unisex,Accessories,Socks,Socks,White,Summer,2012,Sports
22080,Women,Apparel,Topwear,Kurtas,Black,Fall,2011,Ethnic
42959,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual
29468,Men,Accessories,Watches,Watches,Black,Winter,2016,Smart Casual
35037,Women,Apparel,Bottomwear,Churidar,Purple,Summer,2012,Ethnic
47417,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual
23152,Men,Apparel,Topwear,Shirts,White,Winter,2011,Formal
17367,Men,Accessories,Accessories,Accessory Gift Set,Maroon,Fall,2011,Formal
12427,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual
26612,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports
8498,Women,Apparel,Bottomwear,Skirts,Grey,Fall,2011,Casual
3070,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual
43285,Women,Free Items,Free Gifts,Backpacks,Black,Summer,2016,Casual
17969,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual
30777,Men,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic
35205,Unisex,Accessories,Bags,Backpacks,Blue,Spring,2013,Casual
16087,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
50692,Men,Apparel,Innerwear,Trunk,Grey,Summer,2016,Casual
17155,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
47625,Women,Footwear,Shoes,Heels,White,Winter,2012,Casual
18921,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual
6502,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal
5387,Unisex,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports
53017,Women,Apparel,Saree,Sarees,Olive,Fall,2012,Ethnic
21437,Women,Accessories,Bags,Backpacks,Blue,Winter,2012,Casual
15602,Men,Apparel,Topwear,Sweatshirts,Black,Summer,2012,Casual
45172,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
36480,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2013,Casual
10370,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
1727,Unisex,Footwear,Shoes,Casual Shoes,Black,Winter,2015,Casual
40400,Women,Apparel,Topwear,Tops,Red,Summer,2012,Casual
25097,Men,Accessories,Wallets,Wallets,Black,Winter,2015,Casual
56565,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017,NA
58639,Men,Accessories,Socks,Socks,Black,Summer,2013,Casual
14516,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal
5141,Women,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual
37794,Men,Apparel,Topwear,Shirts,Brown,Summer,2012,Formal
44266,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Formal
4093,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual
11858,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual
36646,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012,Sports
52303,Women,Accessories,Jewellery,Pendant,Red,Winter,2016,Casual
57671,Women,Personal Care,Nails,Nail Polish,Silver,Spring,2017,Casual
24383,Women,Apparel,Topwear,Kurtas,Turquoise Blue,Fall,2011,Ethnic
25251,Women,Accessories,Bags,Handbags,Orange,Summer,2012,Casual
11064,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal
41714,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual
31463,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports
22848,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2016,Casual
49579,Women,Footwear,Shoes,Heels,White,Winter,2015,Casual
55126,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017,Casual
27506,Women,Apparel,Innerwear,Bra,Red,Winter,2015,Casual
13733,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal
43043,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual
2364,Unisex,Accessories,Headwear,Caps,Blue,Fall,2010,Sports
51586,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual
22074,Women,Apparel,Topwear,Kurtas,Black,Fall,2011,Ethnic
7616,Men,Accessories,Bags,Messenger Bag,Green,Summer,2011,Casual
46531,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual
34111,Girls,Apparel,Topwear,Tops,Navy Blue,Summer,2012,Casual
17393,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual
50454,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016,Casual
55314,Men,Accessories,Socks,Socks,Blue,Summer,2016,Casual
3084,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual
43271,Women,Accessories,Bags,Handbags,Black,Spring,2013,Casual
30783,Men,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic
2156,Men,Apparel,Topwear,Tshirts,Navy Blue,Spring,2011,Casual
27734,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual
13501,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
7424,Women,Apparel,Topwear,Kurtas,Green,Summer,2011,Ethnic
19807,Men,Apparel,Topwear,Tshirts,White,Winter,2016,Casual
46703,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual
16073,Unisex,Accessories,Bags,Laptop Bag,Black,Fall,2011,Casual
22246,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2011,Casual
50666,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2018,Sports
34323,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual
5373,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,2011,Sports
44054,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual
14724,Unisex,Accessories,Mufflers,Mufflers,Black,Fall,2011,Casual
20511,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual
52131,Girls,Apparel,Dress,Dresses,Blue,Summer,2012,Casual
45186,Women,Accessories,Watches,Watches,White,Winter,2016,Casual
36474,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic
57443,Women,Apparel,Topwear,Tshirts,Blue,Summer,2015,Casual
10384,Women,Accessories,Watches,Watches,Purple,Winter,2016,Casual
44868,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
33106,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual
25063,Men,Accessories,Accessories,Accessory Gift Set,Navy Blue,Winter,2015,Formal
11256,Men,Apparel,Topwear,Tshirts,Black,Summer,2013,Casual
56591,Women,Personal Care,Eyes,Eyeshadow,Bronze,Spring,2017,NA
43615,Women,Apparel,Topwear,Tunics,White,Summer,2012,Casual
27350,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual
13165,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports
26282,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012,Casual
31235,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual
28318,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual
50202,Women,Accessories,Eyewear,Sunglasses,Green,Winter,2016,Casual
6192,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
13959,Women,Apparel,Topwear,Tops,Grey,Fall,2011,Casual
34747,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual
7040,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011,Casual
35695,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual
46367,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual
16417,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual
8834,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2011,Formal
22622,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Sports
39864,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual
52555,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual
15292,Unisex,Accessories,Bags,Backpacks,Olive,Fall,2011,Casual
5717,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual
14340,Women,Footwear,Flip Flops,Flip Flops,Pink,Summer,2012,Casual
53487,Women,Apparel,Innerwear,Bra,White,Winter,2015,Casual
20175,Men,Apparel,Topwear,Shirts,Khaki,Fall,2011,Casual
59981,Women,Apparel,Dress,Dresses,Black,Fall,2012,Party
39058,Men,Accessories,Cufflinks,Cufflinks,Steel,Fall,2012,Formal
11632,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual
57027,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual
58853,Men,Accessories,Cufflinks,Cufflinks,Black,Summer,2012,Casual
33562,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual
20949,Women,Footwear,Flip Flops,Flip Flops,Yellow,Fall,2011,Casual
36222,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports
21295,Women,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016,Casual
52767,Women,Accessories,Bags,Handbags,White,Fall,2012,Casual
20347,Women,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual
5525,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2011,Sports
25635,Women,Accessories,Watches,Watches,White,Winter,2016,Casual
33750,Women,Apparel,Topwear,Tunics,Red,Summer,2012,Casual
57215,Women,Apparel,Bottomwear,Shorts,Beige,Fall,2012,Casual
54490,Women,Accessories,Bags,Handbags,Beige,Summer,2010,Casual
13357,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual
2700,Girls,Apparel,Topwear,Tops,White,Summer,2011,Casual
12285,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Formal
55542,Women,Personal Care,Makeup,Kajal and Eyeliner,Black,Spring,2017,Casual
47087,Boys,Footwear,Flip Flops,Flip Flops,Yellow,Fall,2012,Casual
34575,Women,Apparel,Topwear,Tops,Cream,Summer,2012,Casual
50030,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2016,Casual
16625,Men,Apparel,Topwear,Tshirts,Red,Summer,2016,Casual
49921,Women,Apparel,Saree,Sarees,Grey,Fall,2012,Ethnic
7272,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual
46155,Women,Accessories,Jewellery,Necklace and Chains,Cream,Fall,2012,Casual
23562,Women,Personal Care,Fragrance,Perfume and Body Mist,Cream,Spring,2017,Casual
48853,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012,Casual
17757,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012,Casual
30949,Women,Apparel,Topwear,Tops,Purple,Summer,2012,Ethnic
47027,Women,Apparel,Topwear,Kurtas,Purple,Fall,2012,Ethnic
6300,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual
35407,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013,Formal
51142,Men,Accessories,Socks,Socks,White,Summer,2016,Casual
49981,Men,Apparel,Innerwear,Innerwear Vests,Khaki,Summer,2016,Casual
43487,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual
9348,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011,Casual
12225,Men,Apparel,Topwear,Tshirts,Pink,Summer,2013,Casual
26010,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual
3672,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports
42555,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic
29864,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
32622,Men,Apparel,Topwear,Tshirts,Black,Fall,2012,Sports
56367,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017,Casual
10572,Men,Apparel,Topwear,Sweaters,Red,Fall,2011,Casual
38318,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual
21235,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual
15000,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Sports
45770,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017,Casual
4457,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports
36282,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2017,Casual
5585,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
53615,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
1919,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2010,Casual
11692,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual
56155,Women,Personal Care,Makeup,Kajal and Eyeliner,Gold,Spring,2017,Casual
32410,Women,Apparel,Bottomwear,Leggings,Blue,Summer,2012,Sports
59921,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic
40030,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
57087,Women,Apparel,Bottomwear,Skirts,Yellow,Summer,2012,Casual
10740,Unisex,Footwear,Flip Flops,Flip Flops,Green,Winter,2012,Casual
4665,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Sports
56969,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual
15232,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual
53427,Women,Apparel,Topwear,Kurtas,White,Fall,2012,Ethnic
47215,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual
6132,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
23750,Unisex,Accessories,Eyewear,Sunglasses,Purple,Winter,2016,Casual
17565,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal
9946,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Sports
51370,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
22682,Unisex,Accessories,Bags,Backpacks,Grey,Winter,2015,Casual
35635,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual
54602,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016,Casual
30347,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012,Casual
31295,Women,Apparel,Topwear,Tshirts,White,Summer,2012,Casual
3440,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports
12017,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal
40454,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal
10324,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual
24111,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual
56531,Women,Personal Care,Lips,Lipstick,Mauve,Spring,2017,Casual
41586,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual
32074,Men,Apparel,Innerwear,Boxers,White,Summer,2016,Casual
14784,Men,Apparel,Topwear,Shirts,Pink,Fall,2011,Formal
53043,Women,Apparel,Saree,Sarees,Purple,Fall,2012,Ethnic
37506,Women,Accessories,Watches,Watches,White,Winter,2016,Casual
45126,Women,Accessories,Watches,Watches,White,Winter,2016,Casual
4201,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual
59579,Men,Accessories,Cufflinks,Cufflinks,Bronze,Summer,2012,Casual
52191,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual
32848,Women,Footwear,Shoes,Flats,Pink,Winter,2012,Casual
51714,Unisex,Accessories,Eyewear,Sunglasses,Purple,Winter,2016,Casual
3818,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual
7484,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Sports
47671,Women,Accessories,Scarves,Scarves,White,Summer,2012,Casual
6556,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports
18975,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual
23334,Women,Apparel,Topwear,Tunics,Maroon,Fall,2011,Ethnic
17101,Women,Accessories,Wallets,Wallets,Blue,Winter,2015,Casual
12473,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013,Formal
26646,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual
48639,Women,Accessories,Jewellery,Earrings,Silver,Summer,2012,Casual
30723,Boys,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic
46591,Women,Footwear,Shoes,Heels,Black,Summer,2012,Casual
51526,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
23106,Men,Accessories,Accessories,Accessory Gift Set,Maroon,Winter,2011,Formal
17333,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
6764,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual
54868,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,2012,Casual
12641,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
55186,Women,Personal Care,Nails,Nail Polish,Lavender,Spring,2017,Casual
26474,Men,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual
3216,Men,Footwear,Sandal,Sandals,Brown,Fall,2010,Casual
42131,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports
54054,Women,Apparel,Bottomwear,Leggings,Green,Summer,2012,Casual
13793,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual
24323,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Casual
33394,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual
1541,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports
40666,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012,Casual
32246,Women,Apparel,Bottomwear,Patiala,Pink,Summer,2012,Ethnic
56703,Men,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic
37734,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual
20783,Women,Footwear,Shoes,Flats,Beige,Summer,2011,Casual
21651,Women,Apparel,Innerwear,Bra,White,Fall,2012,Casual
15464,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Casual
4033,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual
1787,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports
33152,Girls,Apparel,Topwear,Tops,Green,Summer,2012,Casual
25037,Women,Apparel,Bottomwear,Leggings,Purple,Fall,2011,Casual
11202,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
39468,Women,Apparel,Topwear,Kurtis,Pink,Summer,2012,Ethnic
52959,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic
14770,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal
5327,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011,Casual
44000,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual
36420,Men,Footwear,Sandal,Sandals,Grey,Summer,2012,Casual
21497,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual
52165,Women,Accessories,Jewellery,Pendant,White,Fall,2012,Casual
16027,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
22212,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual
19853,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
7470,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2011,Casual
18981,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual
34377,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012,Casual
28728,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic
50632,Men,Apparel,Innerwear,Trunk,Grey,Winter,2016,Casual
8438,Women,Apparel,Topwear,Tops,Yellow,Fall,2011,Casual
31605,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012,Sports
12487,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012,Formal
27760,Men,Accessories,Wallets,Wallets,Brown,Winter,2015,Casual
13555,Women,Footwear,Shoes,Casual Shoes,Red,Fall,2011,Casual
43225,Women,Apparel,Bottomwear,Capris,Beige,Fall,2012,Casual
2102,Men,Apparel,Topwear,Shirts,White,Winter,2010,Casual
35097,Women,Accessories,Scarves,Scarves,Pink,Winter,2011,Casual
7642,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Sports
46565,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
16215,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual
22020,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic
50400,Women,Accessories,Watches,Watches,Steel,Winter,2016,Casual
6790,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual
55172,Women,Personal Care,Nails,Nail Polish,Magenta,Spring,2017,Casual
26480,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual
2330,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual
27552,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Casual
13767,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual
34979,Women,Accessories,Stoles,Stoles,Beige,Summer,2012,Ethnic
57625,Unisex,Personal Care,Skin Care,Sunscreen,Orange,Spring,2017,Casual
5929,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual
38788,Men,Footwear,Sandal,Sandals,Olive,Summer,2016,Casual
33360,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal
40692,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012,Casual
41740,Women,Footwear,Shoes,Heels,Black,Spring,2013,Casual
25205,Women,Accessories,Bags,Handbags,Beige,Winter,2015,Casual
11030,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
5115,Women,Apparel,Topwear,Tops,Grey,Summer,2011,Casual
44232,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
14542,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic
20777,Women,Footwear,Shoes,Flats,Gold,Fall,2011,Casual
15490,Women,Footwear,Shoes,Heels,Black,Spring,2013,Formal
52357,Women,Apparel,Loungewear and Nightwear,Nightdress,Yellow,Winter,2015,Casual
23596,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual
34521,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual
7226,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011,Formal
46101,Men,Footwear,Flip Flops,Flip Flops,Yellow,Summer,2012,Casual
49975,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016,Casual
43473,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012,Casual
28942,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2012,Ethnic
13303,Men,Apparel,Bottomwear,Shorts,Beige,Fall,2011,Casual
